,name,named_after,label,x,y
6212,Ouro Preto,Ouro Preto,municipality,-20.385277777778,-43.503611111111
6217,Eisenach,Eisenach,city,50.974722222222,10.324444444444
6223,Leipzig,Leipzig,city,51.3406321,12.3747329
6234,Ecuador,Ecuador,state,-1,-78
6238,Quito,Quito,city,-0.22,-78.5125
6242,Vange,Vänge socken,historical administrative division,57.45194444,18.51138889
6243,Yucatan,Yucatan Peninsula,landform,19.5511111111111,-89.2963888888889
6246,Luneburg,Lüneburg,city,53.2525,10.414444444444
6258,Mexico,Mexico,state,23,-102
6271,Uggarde,Uggarde rojr,work of art,57.169798,18.438108
6274,Digerrojr,Digerrojr,work of art,57.3303509516022,18.6573902275402
6277,Majsterrojr,Majsterrojr,work of art,57.615292,18.733607
6280,Lejsturojr,Lejsturojr,work of art,57.18756,18.481301
6286,Lau,Lau socken,historical administrative division,57.28277778,18.62
6287,Masterby,Mästerby socken,historical administrative division,57.46972222,18.30388889
6288,Gnisvard,Gnisvärd,administrative territorial entity of Sweden,57.507222222222,18.112222222222
6292,Ostergarn,Östergarn socken,historical administrative division,57.42166667,18.85861111
6293,Yamagatashi,Yamagata,city,38.2554166666667,140.339611111111
6299,Peru,Peru,state,-9.4,-76
6304,Lima,Lima,city,-12.06,-77.0375
6312,Jiangnan Tianchi,Jiang Nan Tian Chi  observatory,observatory,30.469432,119.59975
6313,Moriyama,Moriyama,city,35.0589166666667,135.99425
6316,Ventoux,Mont Ventoux,natural geographic object,44.166666666667,5.2833333333333
6320,Vaucluse,Vaucluse,territorial collectivity of France,44,5.1666666666667
6326,Ceccano,Ceccano,municipality,41.566666666667,13.333333333333
6329,Kaiserstuhl,Kaiserstuhl,volcanic landform,48.083333333333,7.6666666666667
6335,Odenwald,Odenwald,landform,49.583993,9.021749
6340,Konigstuhl,Königstuhl,natural geographic object,49.3981,8.72611
6345,Spessart,Spessart,mountain range,49.9025,9.4286111111111
6347,Vogelsberg,Vogelsberg,landform,50.533333333333,9.2333333333333
6353,Alps,Alps,landform,46.5780555555556,8.615
6356,Mont Blanc,Mont Blanc,natural geographic object,45.8327777777778,6.865
6367,Appennino,Apennine Mountains,landform,42.4691666666667,13.5655555555556
6370,Gran Sasso,Gran Sasso d'Italia,landform,42.4691666666667,13.5652777777778
6373,Sonnenborgh,Utrecht Observatory,observatory,52.0853888888889,5.12919444444445
6377,Schelderode,Schelderode,human settlement,50.9708,3.7144
6380,KIAM,Keldysh Institute of Applied Mathematics,research institute,55.7762,37.5945
6384,Honduras,Honduras,state,14.633333,-86.816667
6389,Caracas,Caracas,city,10.5,-66.933333333333
6396,Cuba,Cuba,state,22,-79.5
6405,Havana,Havana,city,23.136666666667,-82.358888888889
6410,Hakkoda,Hakkōda Mountains,landform,40.6588888888889,140.877222222222
6417,Hachimantai,Hachimantai,natural geographic object,39.957777777778,140.85416666667
6422,Kariya,Kariya,city,34.9892777777778,137.002138888889
6426,Modra,Modra,city,48.333055555556,17.306944444444
6435,Ostravia,Ostrava,city,49.835555555556,18.2925
6451,Hayachine,Mount Hayachine,natural geographic object,39.558333333333,141.48888888889
6453,Ryokami,Mount Ryōkami,natural geographic object,36.023333,138.841389
6459,Yarigatake,Mount Yari,natural geographic object,36.341944444444,137.6475
6461,Hotakadake,Hotaka Mountains,natural geographic object,36.28916667,137.64805556
6463,Kirigamine,Mount Kirigamine,volcanic landform,36.1,138.167
6467,Tateshina,Mount Tateshina,volcanic landform,36.103611111111,138.295
6469,Oodaigahara,Mount Ōdaigahara,natural geographic object,34.11,136.03
6471,Kobushi,Mount Kobushi,natural geographic object,35.908889,138.728889
6473,Kinpu,Mount Kinpu,natural geographic object,35.8716666666667,138.625277777778
6475,Daibosatsu,Mount Daibosatsu,natural geographic object,35.748611,138.845278
6477,Milesovka,Milešovka,human-geographic territorial entity,50.5543092,13.9319625
6481,Merida,Mérida,city,8.5833333333333,-71.133333333333
6486,Mirna,Mirna,stream,45.335134,14.065794
6488,Etna,Mount Etna,volcano,37.7508345148182,14.9932202888121
6492,Salpetriere,Pitié-Salpêtrière Hospital,institution,48.837,2.365
6498,Santiago,Santiago,city,-33.4375,-70.65
6503,Piteglio,Piteglio,former municipality,44.033333333333,10.766666666667
6505,Formigine,Formigine,municipality,44.573888888889,10.847777777778
6508,Karlstejn,Karlštejn Castle,fortification,49.93955,14.187933
6509,NASA,National Aeronautics and Space Administration,government agency,38.8829444444445,-77.0162777777778
6511,Rasa,Raša,stream,45.03333333,14.05
6513,Hibiki,Hibiki Sea,sea area,34.16666667,130.75
6517,Akeback,Akebäck socken,historical administrative division,57.54722222,18.39222222
6518,Solikamsk,Solikamsk,administrative territorial entity,59.633333333333,56.766666666667
6525,Bautzen,Bautzen,city,51.181388888889,14.423888888889
6532,Monsummano,Monsummano Terme,municipality,43.866666666667,10.816666666667
6535,Miryang,Miryang,city,35.493333333333,128.74888888889
6540,Obu,Obu,city,35.0116666666667,136.963833333333
6544,Pezinok,Pezinok,city or town,48.2919444444445,17.2661111111111
6550,Brevard,Brevard County,county of the United States,28.3,-80.7
6551,Baton Rouge,Baton Rouge,city,30.4475,-91.178611111111
6564,Thunder Bay,Thunder Bay,city,48.3822,-89.2461
6571,Migaic,Moscow State University of Geodesy and Cartography,academic institution,55.76375278,37.66184444
6574,Baumanka,Bauman Moscow State Technical University,publishing company,55.765833333333,37.684722222222
6579,Nauchnyj,Nauchnyi,administrative divisions of Russia,44.725833333333,34.011666666667
6583,Shoumen,Shumen University,scientific organization,43.279915,26.946383
6588,Rhone,Rhône,stream,46.5742,8.3804
6590,Hanamiyama,Hanamiyama Park,facility,37.739833,140.4945
6595,Nicaragua,Nicaragua,state,13,-85
6599,Piedade,Serra da Piedade,natural geographic object,-19.820833333333,-43.67875
6603,Wiesloch,Wiesloch,city,49.294166666667,8.6983333333333
6607,Orinoco,Orinoco River,stream,8.56,-60.5
6609,Mount Kent,Mount Kent Observatory,observatory,-27.7977,151.8554
6610,Fermilab,Fermilab,scientific organization,41.831944444444,-88.257222222222
6614,Kitahiroshima,Kitahiroshima,city,42.9855,141.563083333333
6617,Amiens,Amiens,city,49.891944444444,2.2977777777778
6625,Ulm,Ulm,city,48.39841,9.99155
6640,Pazin,Pazin,second-level administrative division,45.239166666667,13.938611111111
6644,Bozar,Palace of Fine Arts,cultural center,50.843713888889,4.359775
6646,IJzer,Yser,stream,51.152777777778,2.7230555555556
6650,Laon,Laon,territorial collectivity of France,49.563333333333,3.6236111111111
6657,Reims,Reims,city,49.265277777778,4.0286111111111
6665,Chaumont,Chaumont,territorial collectivity of France,48.110833333333,5.1386111111111
6672,Verdun,Verdun,territorial collectivity of France,49.159722222222,5.3827777777778
6679,Bogota,Bogotá,city,4.60971,-74.08175
6692,Carloo,Saint-Job - Sint-Job,neighborhood,50.7942,4.3667
6693,Stalle,Stalle,neighborhood,50.7986,4.3333
6694,Toyako,Lake Tōya,volcanic landform,42.583333333333,140.85
6697,Unilandes,University of the Andes,publishing company,8.61833333333333,-71.1394444444445
6700,Cochabamba,Cochabamba,city,-17.3935419,-66.1570139
6705,Niagara Falls,Niagara Falls,point of interest,43.08,-79.071
6711,Ecoadachi,Adachi-ku,second-level administrative division,35.7749444444444,139.804361111111
6714,Sirataka,Shirataka,second-level administrative division,38.1830833333333,140.098555555556
6717,Perth Amboy,Perth Amboy,city in the United States,40.519444444444,-74.275277777778
6720,Zachotin,Zachotín,municipality,49.462387792686,15.347916980358
6728,Tanais,Don,stream,54.0122,38.2778
6730,Split,Split,city,43.51,16.44
6735,Edmond,Edmond,city,35.6571388888889,-97.4649166666667
6738,Makarska,Makarska,second-level administrative division,43.293055555556,17.02
6742,LONEOS,Lowell Observatory Near-Earth-Object Search,survey,35.202777777778,-111.66444444444
6745,Bergen op Zoom,Bergen op Zoom,city,51.5,4.3
6752,Breda,Breda,city,51.5888888888889,4.77583333333333
6760,Kamihayashi,Kamihayashi,former municipality,38.1828333333333,139.456444444444
6762,Yangtze,Yangtze,stream,30.5750879865093,113.291515656897
6764,Kamenny Ujezd,Kamenný Újezd,municipality,48.897610062941,14.446387095928
6769,Torun,Toruń,city,53.016666666667,18.616666666667
6778,Zurich,Zurich,city,47.3744444444444,8.54111111111111
6785,Durance,Durance,stream,44.8936,6.7214
6787,Tarn,Tarn,stream,44.415,3.8142
6789,Gardon,Gardon,stream,44.2461,3.7308
6791,Potosi,Potosí,city,-19.5891666666667,-65.7533333333333
6798,Pondicherry,Puducherry,territory,11.93,79.83
6801,Tobolsk,Tobolsk,administrative territorial entity,58.195277777778,68.258055555556
6808,Cavezzo,Cavezzo,municipality,44.83703,11.03071
6811,Okinawa,Okinawa Prefecture,region,26.2122222222222,127.680833333333
6816,Tamagawa,Tamagawa,former municipality,34.0191111111111,132.941666666667
6818,Alpbach,Alpbach,LAU 2,47.398611111111,11.943888888889
6824,Marne,Marne,stream,47.818333333333,5.35
6826,Sabadell,Sadabell Astronomical Society,observatory,41.551194,2.091453
6828,Margalida,Santa Margalida,LAU 2,39.703333333333,3.1036111111111
6833,Enid,Enid,seat,36.39675,-97.8791388888889
6839,Treiso,Treiso,municipality,44.689222222222,8.0869722222222
6842,Guayaquil,Guayaquil,city,-2.19,-79.8875
6848,Manila,Manila,city,14.5958333333333,120.977222222222
6853,Lisbon,Lisbon,city,38.708042,-9.139016
6862,Shinanogawa,Shinano River,stream,37.388056,138.810833
6864,Borbona,Borbona,municipality,42.516666666667,13.133333333333
6867,Kongozan,Mount Kongō,natural geographic object,34.420277777778,135.67166666667
6869,Roquebrune,Roquebrune-sur-Argens,territorial collectivity of France,43.443333333333,6.6377777777778
6876,Hrazany,Hrazany,municipality,49.522914824889,14.334914259547
6881,Vesuvius,Mount Vesuvius,natural geographic object,40.821388888889,14.425555555556
6887,Univinnitsa,Vinnytsia State Pedagogical University,academic institution,49.24172,28.496384
6890,Peterhof,Peterhof Palaces as complex,human-geographic territorial entity,59.88629,29.909722
6894,Charleville,Charleville,city or town,-26.4,146.25
6896,Kannami,Kannami,second-level administrative division,35.0889444444444,138.953388888889
6899,Hiwasa,Hiwasa,former municipality,33.7345833333333,134.535416666667
6901,Jomonaomori,Aomori Prefecture,region,40.8246111111111,140.740555555556
6906,Amedee,Amédée lighthouse,signal tower,-22.477245,166.468131
6908,Oaxaca,Oaxaca,federated state,17.055,-96.6538888888889
6911,Polytech,Peter the Great Saint Petersburg State Polytechnical University,architectural structure,60.006174,30.376682
6921,Tokigawa,Tokigawa,second-level administrative division,36.0086111111111,139.296805555556
6924,Ogawamachi,Ogawamachi,human settlement,35.6948055555556,139.763669444444
6926,Higashichichibu,Higashichichibu,second-level administrative division,36.0581666666667,139.194638888889
6929,Laval,Laval University,public university,46.78,-71.274722222222
6934,Fujimimachi,Fujimi,second-level administrative division,35.9145833333333,138.240666666667
6937,Ural,Ural River,stream,54.7008,59.4173
6939,Irtish,Irtysh,stream,47.414527777778,90.215544444444
6941,Flensburg,Flensburg,city,54.781944444444,9.4366666666667
6945,Lijiang,Lijiang,city,26.880833333333,100.22083333333
6952,Gregoriana,Pontifical Gregorian University,higher education institution,41.898888888889,12.484722222222
6957,Aizu,Aizu,region,37.487583,139.930042
6961,GAISH,Sternberg Astronomical Institute,scientific organization,55.70105557,37.5428889
6963,Hoher List,Hoher List Observatory,observatory,50.16166667,6.84861111
6964,Kanazawashi,Kanazawa,city,36.5610555555556,136.6565
6971,Hidatakayama,Hida,city,36.2381388888889,137.186222222222
6977,Kamchatka,Kamchatka Peninsula,landform,57160,
6980,TRIUMF,TRIUMF,group of humans,49.2478,-123.231
6987,Pocatky,Počátky,municipality of the Czech Republic,49.26025831618,15.240244533546
6995,Fuzhou,Fuzhou,city,26.076944444444,119.29166666667
7001,Decines,Décines-Charpieu,territorial collectivity of France,45.768611111111,4.9588888888889
7008,Heddal,Heddal,geographical feature,59.5826783095331,9.16654032830114
7011,Capodimonte,Astronomical Observatory of Capodimonte,architectural structure,40.86286111,14.25505556
7014,Kolyma,Kolyma,stream,62.2919,147.7325
7016,Innsbruck,Innsbruck,city,47.268333333333,11.393333333333
7033,Assisi,Assisi,municipality,43.07,12.6175
7036,Hanazukayama,Mount Hanazuka,natural geographic object,37.653278,140.668194
7038,Lucca,Lucca,municipality,43.85,10.516666666667
7045,Sydney,Sydney,city,-33.8677777777778,151.21
7056,Goloseevo,Main Astronomical Observatory of the National Academy of Sciences of Ukraine,observatory,50.36388889,30.49722222
7057,Girraween,Girraween National Park,administrative territorial entity,-28.7742,151.912
7066,Yamaguchi,Yamaguchi Prefecture,region,34.1861111111111,131.470277777778
7071,Ispahan,Isfahan,city,32.6525,51.675
7077,Rokycany,Rokycany,municipality of the Czech Republic,49.742793661264,13.594638741285
7090,Hluboka,Hluboká nad Vltavou,municipality of the Czech Republic,49.052328810727,14.434283204502
7099,Carmagnola,Carmagnola,municipality,44.846947,7.717874
7102,Bluepeter,Blue Peter,television program,51.5106,-0.2276
7104,Buzios,Armação dos Búzios,municipality,-22.746944444444,-41.881944444444
7109,Univbalttech,Baltic State Technical University,academic institution,59.9158,30.3201
7112,Plesetsk,Plesetsk Cosmodrome,launch site,62.916667,40.516667
7114,Le Procope,Café Procope,facility,48.853055555556,2.33875
7120,Nayoro,Nayoro,city,44.3559444444445,142.463194444444
7123,Piyashiriyama,Mount Piyashiri,natural geographic object,44.433611111111,142.58416666667
7125,Oka,Oka,stream,52.3624,36.2223
7127,Passau,Passau,city,48.5748229,13.4609744
7136,Fuuren,Fūren,former municipality,44.2922222222222,142.414138888889
7138,Usman'grad,Usman,administrative territorial entity,52.05,39.733333333333
7144,Shumarinaiko,Shumarinai Prefectural Natural Park,nature park,44.308333333333,142.18138888889
7145,Ob,Ob,stream,52.4322,84.9853
7147,Sorachi,Sorachi district,administrative territorial entity of Japan,43.44,142.45
7149,Vistula,Vistula,stream,49.6058333333333,19.0036111111111
7153,Seiwa,Seiwa,former municipality,34.4613055555556,136.459472222222
7155,Ka-Dar,Ka-Dar Observatory,observatory,55.24775,37.88341667
7156,Petrinpragensis,Petřín,natural geographic object,50.0816666666667,14.3944444444444
7158,Galapagos,Galapagos Islands,point of interest,-0.66666666666667,-90.55
7164,Lozere,Mont Lozère,protected area,44.427222222222,3.7366666666667
7169,Tsinghua,Tsinghua University,university,40116.3266666667,
7178,Charleroi,Tchålerwè,human settlement,50.41136,4.44448
7181,Stekene,Stekene,LAU 2,51.2061,4.04
7187,Dobrichovice,Dobřichovice,municipality of the Czech Republic,49.927572663242,14.27475687167
7194,Mount Stromlo,Mount Stromlo Observatory,observatory,-35.320277777778,149.00694444444
7200,Houkidaisen,Daisen,volcano,35.371111,133.546389
7202,Kanagawa,Kanagawa Prefecture,region,35.44775,139.642527777778
7207,Hakodate,Hakodate,city,41.7686666666667,140.728916666667
7219,Wolfratshausen,Wolfratshausen,city,47.913333333333,11.427777777778
7222,Strakonice,Strakonice,municipality of the Czech Republic,49.261497897079,13.902396874574
7233,Kinkakuji,Kinkaku-ji,garden,35.0395,135.7285
7238,Segenthau,Șagu,LAU 2,46.038925,21.301278
7242,Champigneulles,Champigneulles,territorial collectivity of France,48.733611111111,6.1644444444444
7249,Villedepompey,Pompey,territorial collectivity of France,48.768055555556,6.1275
7256,Atacama,Atacama Desert,landform,-24.5,-69.25
7263,Pontremoli,Pontremoli,municipality,44.376111111111,9.8799
7266,Olathe,Olathe,city,38.8808,-94.8031
7273,Alaska,Alaska,electoral unit,64,-150
7280,Zhongkeda,University of Science and Technology of China,academic institution,31.8416666666667,117.258888888889
7287,Xinglong,Xinglong County,county-level division,40.41564,117.4942
7288,Aizunisshinkan,Nisshinkan,school,37.55883333,139.94447222
7290,Niigata,Niigata Prefecture,region,37.9024722222222,139.023166666667
7295,Auckland,Auckland,city,-36.8491666666667,174.765277777778
7304,Iwate,Iwate Prefecture,region,39.7035,141.152722222222
7309,Basodino,Basòdino,natural geographic object,46.411555555556,8.4684333333333
7311,Tochigi,Tochigi Prefecture,region,36.5655555555556,139.883527777778
7316,Balears,Balearic Islands,landmass,39.5,3
7318,Klagenfurt,Klagenfurt am Wörthersee,city,46.616666666667,14.3
7330,Stavby,Stavby,administrative territorial entity of Sweden,60.009966173008,17.964566435129
7332,Bialystock,Białystok,city,53.116666666667,23.166666666667
7344,Takasago,Takasago,city,34.7659444444444,134.790638888889
7348,Ryugatake,Ryūgatake,former municipality,32.3942222222222,130.389555555556
7350,Costitx,Costitx,LAU 2,39.6575,2.95
7355,Yakushima,Yakushima National Park,administrative territorial entity,30.337306,130.503833
7362,Pic-du-Midi,Pic du Midi de Bigorre,natural geographic object,42.937222222222,0.14111111111111
7365,Rimavska Sobota,Rimavská Sobota,city or town,48.3814305555556,20.0199638888889
7371,Lazio,Lazio,first-level administrative division,41.9,12.716666666667
7376,Chibaken,Chiba Prefecture,region,35.6045833333333,140.123194444444
7381,Noto,Noto Peninsula,landform,37.2,136.9
7384,Senec,Senec,city or town,48.218888888889,17.399722222222
7390,Fountainhills,Fountain Hills,town,33.604722222222,-111.72861111111
7392,Nemrut Dagi,Nemrut,location of discovery,38.62257,42.24668
7399,Rugen,Rügen,geographic location,54.45,13.4
7405,Chelyabinsk,Chelyabinsk,city,55.15,61.4
7410,Kamikouchi,Kamikochi,point of interest,36.246969444444,137.63333333333
7418,Jonan,Jōnan,former municipality,32.7090555555556,130.728555555556
7420,Jizni Cechy,Jižní Čechy,spatial region,48.9844475,14.2269667
7422,Shirakamisanchi,Shirakami-Sanchi,landform,40.47,140.13
7428,Nitta-machi,Nitta,former municipality,36.3016944444444,139.298138888889
7430,Banat,Banat,region,45.7,20.9
7434,Jindrichuvhradec,Jindřichův Hradec,municipality of the Czech Republic,49.144110393651,15.003024549245
7445,Orus,Orus,territorial collectivity of France,42.781944444444,1.5075
7452,Stiavnica,Banská Štiavnica,city or town,48.458611111111,18.893055555556
7459,Nevadodelruiz,Nevado del Ruiz,volcanic landform,4.8925,-75.323611111111
7463,Bodensee,Lake Constance,administrative territorial entity of Switzerland,47.65,9.31666666666667
7470,Nove Hrady,Nové Hrady,municipality of the Czech Republic,48.789702265925,14.778383079905
7478,Nakadori,Naka-dōri,region,37.55,140.39
7479,Sikhote-Alin,Sikhote-Alin,landform,45.333,136.167
7482,Rikuzentakata,Rikuzentakata,city,39.0204166666667,141.633055555556
7485,Sigiriya,Sigiriya,geographical feature,7.9569444444444,80.759722222222
7490,Tsunanmachi,Tsunan,second-level administrative division,37.0142777777778,138.652527777778
7493,Nyrola,Nyrölä,locality,62.36306944,25.48313056
7499,Nisyros,Nisyros,geographic location,36.586,27.16
7503,Abukumado,Abukuma-do,human-geographic territorial entity,37.344716666667,140.67347222222
7508,Alpiapuane,Apuan Alps,landform,43.95,10.216667
7511,Duna,Daugava,stream,56.8555408055556,32.5416876944444
7517,Songyuan,Songyuan,city,45.1388,124.808
7520,Horgos,Horgoš,human settlement,46.155555555556,19.9725
7527,Farpoint,Farpoint Observatory,observatory,38.8903,-96.0025
7528,Krivan,Kriváň,natural geographic object,49.1628335,20.000047
7530,Anzhenhosp,Beijing Anzhen Hospital,institution,39.971532,116.397096
7538,Sevnatu,Sevastopol State University,academic institution,44.5945,33.477
7541,Evpatoria,Yevpatoriia,city,45.2,33.358333333333
7552,Balaklava,Balaklava,administrative divisions of Russia,44.505344,33.597952
7557,Philae,Philae,geographic location,24.02174,32.88891
7563,Elyu-Ene,Lena River,stream,53.935555555556,108.09194444444
7565,Mitau,Jelgava,city,56.652222222222,23.724444444444
7569,Nemsu,New Mexico State University,publishing company,32.283,-106.748
7576,Presque Isle,University of Maine at Presque Isle,academic institution,46.6708,-68.0167
7581,Kurland,Courland,spatial region,57,22
7583,Babote,Tour de la Babotte,observatory,43.606419444444,3.8773611111111
7586,Akayu,Akayu,former municipality,38.0551111111111,140.148305555556
7588,Xiada,Xiamen University,university,24.44,118.09
7599,Kamishi,Kami,city,33.6036944444444,133.686055555556
7602,Otakasakajyo,Kōchi Castle,fortification,33.561111111111,133.53138888889
7604,Bormio,Bormio,municipality,46.469248,10.372171
7607,Miyauchi,Miyauchi,former municipality,38.0767222222222,140.138638888889
7609,Bastei,Bastei,natural geographic object,50.966666666667,14.066666666667
7611,Stromboli,Stromboli,geographic location,38.804,15.2233
7615,Bolshoi,Bolshoi Theatre,group of humans,55.7602777777778,37.6186111111111
7629,Kushiike,Kushiike,former municipality,37.0336666666667,138.381916666667
7631,Sarapul,Sarapul,administrative territorial entity,56.466666666667,53.8
7638,Pianoro,Pianoro,municipality,44.383333333333,11.333333333333
7641,Samara,Samara,stream,52.056944444444,54.566666666667
7643,Maldives,Maldives,state,4.18,73.51
7650,Orenburg,Orenburg,city,51.766666666667,55.1
7658,Ekaterinburg,Yekaterinburg,city,56.8355555555556,60.6127777777778
7666,Suyumbika,Söyembikä Tower,architectural structure,55.800525,49.105194444444
7669,Azusagawa,Azusa River,stream,36.27597,137.94305
7673,Atapuerca,Atapuerca,archaeological site,42.350092,-3.519466
7674,Giussano,Giussano,municipality,45.7,9.2166666666667
7677,Remanzacco,Remanzacco,municipality,46.083333333333,13.316666666667
7680,Bandos,Bandos Island,geographic location,4.26916667,73.49111111
7684,Galhassin,Osservatorio astronomico di Isnello,architectural structure,37.939309,14.021137
7688,Szeged,Szeged,city,46.25,20.166666666667
7704,Muskau,Muskau Park,facility,51.547559,14.723229
7709,Udinsk,Ulan-Ude,city,51.827222222222,107.60638888889
7716,Fichtelberg,Fichtelberg,natural geographic object,50.429444444444,12.954166666667
7718,Wykrota,Wykrota Observatory-CEAMIG,observatory,-19.8862945773342,-43.6241913529178
7719,Olomouc,Olomouc,city,49.593888888889,17.250833333333
7739,Gongju,Gongju,city,36.455555555556,127.12472222222
7747,Kromeriz,Kroměříž,municipality of the Czech Republic,49.297859972783,17.393134863736
7760,Itaparica,Observatório Astronômico do Sertão de Itaparica,observatory,-8.79222222222222,-38.6883333333333
7761,Everest,Mount Everest,natural geographic object,27.9880555555556,86.925
7763,Ogunimachi,Oguni,former municipality,37.305353,138.708572
7765,Nagai,Nagai,city,38.1075,140.040527777778
7768,Frasso Sabino,Frasso Sabino,municipality,42.229723,12.804969
7771,Decatur,Decatur,city,34.580992,-86.983392
7774,Nacogdoches,Nacogdoches,seat,31.608888888889,-94.650833333333
7780,Tartu,Tartu,city,58.38,26.7225
7787,Lexington,Lexington,town in the United States,42.4475,-71.2275
7789,Hukvaldy,Hukvaldy Castle,fortification,49.62108333,18.22777778
7793,Piszkesteto,Piszkés-tető,natural geographic object,47.916944444444,19.895
7795,Krasnoyarsk,Krasnoyarsk,city,56.0088888888889,92.8719444444444
7802,Tesinsko,Duchy of Teschen,former administrative territorial entity,49.7498,18.6294
7804,Velehrad,Velehrad,municipality,49.1054368463,17.394271564616
7809,Mosigkau,Schloss Mosigkau,organization,51.806,12.1508
7813,Casablanca,Casablanca,city,33.599166666667,-7.62
7817,Secinaro,Secinaro,municipality,42.153888888889,13.681666666667
7820,Winterthur,Winterthur,city,47.4992,8.72671
7826,Pichincha,Pichincha Volcano,natural geographic object,-0.17722222222222,-78.598888888889
7829,Hawaii,Hawaii,island,19.59,-155.435
7831,Kazanuniversity,Kazan Federal University,public university,55.79075,49.121911111111
7832,Hanggao,Hangzhou High School,secondary school,30.26722222,120.16722222
7833,Ehime,Ehime Prefecture,region,33.8413888888889,132.765555555556
7838,Cortina,Cortina d'Ampezzo,municipality,46.538333,12.137351
7841,Biblialexa,Bibliotheca Alexandrina,government agency,31.208888888889,29.909166666667
7850,Oberammergau,Oberammergau,municipality in Germany,47.596666666667,11.064444444444
7851,Akaishidake,Mount Akaishi,natural geographic object,35.461111111111,138.15722222222
7853,Sundaigakuen,Sundaigakuen,secondary school,35.7605,139.739444
7854,Magdeburg,Magdeburg,city,52.1315889,11.6399609
7867,Mesopotamia,Mesopotamia,region,33.7,43.5
7876,Dolomiten,Dolomites,landform,46.613056,12.163056
7882,Senftenberg,Žamberk,municipality of the Czech Republic,50.086040466117,16.467445454592
7892,Las Cruces,Las Cruces,seat,32.3140277777778,-106.779805555556
7898,Jerusalem,Jerusalem,city,31.7788888888889,35.2255555555556
7902,Noshiro,Noshiro,city,40.2117777777778,140.027083333333
7905,Tsniimash,TsNIIMash,scientific organization,55.913587,37.807368
7910,Echizenmisaki,Cape Echizen,coast,35.981667,135.9575
7912,Carpi,Carpi,municipality,44.783333333333,10.885
7915,Aradac,Aradac,locality,45.376388888889,20.300833333333
7918,Sfasu,Stephen F. Austin State University,academic institution,31.6191666666667,-94.6483333333333
7923,Kimotsuki,Kimotsuki,second-level administrative division,31.3444444444444,130.945222222222
7926,Begues,Begues Observatory,observatory,41.331847222222,1.9206
7927,Safi,Safi,city,32.283333333333,-9.2333333333333
7933,Openuni,The Open University,publishing company,52.025,-0.70555555555556
7943,Cranbrook,Cranbrook Educational Community,private educational institution,42.567611,-83.243583
7945,Caripito,Caripito,city,10.1123858,-63.103437
7949,Polynesia,French Polynesia,territorial collectivity of France,-17.5333333333333,-149.566666666667
7952,Las Vegas,Las Vegas Valley,metropolitan area,36.1318,-115.184
7954,Catalina,Catalina Sky Survey,survey,32.417,-110.73263889
7957,Table Mountain,Table Mountain Observatory,observatory,34.382,-117.682
7958,Porrentruy,Porrentruy,LAU 2,47.416666666667,7.0833333333333
7961,Taj Mahal,Taj Mahal,point of interest,27.175,78.0419444444444
7970,Moutier,Moutier,LAU 2,47.280277777778,7.3708333333333
7973,Caprese,Caprese Michelangelo,municipality,43.640833333333,11.985833333333
7976,Flanders,Flanders,territory,51,4.5
7977,Hoshitori,Tottori Prefecture,region,35.5038888888889,134.2375
7982,CVUT,Czech Technical University in Prague,publishing company,50.1021666666667,14.3884722222222
7988,Protezionecivile,Protezione Civile,government agency,41.958,12.486
7989,Eschenberg,Eschenberg Observatory,observatory,47.474694,8.742806
7990,Poznanuni,Adam Mickiewicz University in Poznań,publishing company,52.4047,16.9155
7994,Obsfabra,Fabra Observatory,observatory,41.418333333333,2.1241666666667
7996,Uofalberta,University of Alberta,public university,53.524444444444,-113.52444444444
8006,Alpes-Maritimes,Alpes-Maritimes,territorial collectivity of France,43.833333333333,7.1666666666667
8012,Sadamisaki,Sadamisaki Peninsula,landform,33.433333333333,132.21666666667
8015,NAOJ,National Astronomical Observatory of Japan,observatory,34.5761,133.594
8018,Luxor,Luxor,city,25.6966666666667,32.6444444444444
8025,Sacromonte,Sacro Monte di Varese,geographical feature,45.854608,8.794576
8035,Zhytomyr,Zhytomyr,city,50.254444444444,28.657777777778
8042,Zambujal,Castro of Zambujal,location of discovery,39.0744285583496,-9.28577709197998
8049,Barmen,Barmen,human-geographic territorial entity,51.266666666667,7.2
8051,LINEAR,Lincoln Near-Earth Asteroid Research,survey,33.81813889,-106.65916667
8054,Amanohashidate,Amanohashidate,landform,35.56956111,135.19200833
8057,Jiaxingnanhu,South Lake,landform,30.759204,120.754765
8062,Carora,Carora,city,10.169166666667,-70.078333333333
8067,Ottmarsheim,Ottmarsheim,territorial collectivity of France,47.787222222222,7.5102777777778
8074,Snowdonia,Snowdon,natural geographic object,53.068863888889,-4.0755888888889
8080,Tapolca,Tapolca,city,46.882777777778,17.441111111111
8083,Andrushivka,Andrushivka Astronomical Observatory,observatory,50.000580555556,28.9973
8084,Uvic,University of Victoria,publishing company,48.4633333333333,-123.311666666667
8090,Stabia,Castellammare di Stabia,municipality,40.6947222222222,14.4802777777778
8097,Verkhivnya,Verkhivnya,locality,49.804444444444,29.312777777778
8103,Sopron,Sopron,first-level administrative division,47.683333333333,16.583333333333
8105,Bakonybel,Bakonybél,third-level administrative division,47.25285,17.729580555556
8108,Mecsek,Mecsek,landform,46.16083333,18.31416667
