name,named_after,sex_or_gender,date_of_birth,date_of_death
Moivre,Abraham de Moivre,male,1667-05-26T00:00:00Z,1754-11-27T00:00:00Z
Monge,Gaspard Monge,male,1746-05-09T00:00:00Z,1818-07-28T00:00:00Z
Elisabethadams,Elisabeth R. Adams,female,1981-01-01T00:00:00Z,
Hayes-Gehrke,Melissa N. Hayes-Gehrke,female,1973-01-01T00:00:00Z,
Fohring,Dora Föhring,female,1967-01-01T00:00:00Z,
Youngjunchoi,Young-Jun Choi,male,1969-01-01T00:00:00Z,
Ericajawin,Erica R. Jawin,female,1989-01-01T00:00:00Z,
Sabina,Sabina D. Raducan,female,1993-01-01T00:00:00Z,
Agrusa,Harrison F. Agrusa,male,1995-01-01T00:00:00Z,
Gabaldon,Diana Gabaldon,female,1952-01-11T00:00:00Z,
Binns,Hilda Binns,female,1945-10-20T00:00:00Z,2022-01-01T00:00:00Z
Youngminjeongahn,Youngmin JeongAhn,male,1980-01-01T00:00:00Z,
Ariheinze,Aren N. Heinze,male,1979-01-01T00:00:00Z,
Sethanne,Sethanne Howard,female,1944-01-01T00:00:00Z,2016-03-11T00:00:00Z
Le Monnier,Pierre Charles Le Monnier,male,1715-11-20T00:00:00Z,1799-04-03T00:00:00Z
Dolphyn,Willem Dolphyn,male,1935-05-17T00:00:00Z,2016-01-21T00:00:00Z
Gleim,Johann Wilhelm Ludwig Gleim,male,1719-04-02T00:00:00Z,1803-02-18T00:00:00Z
Ladegast,Friedrich Ladegast,male,1818-08-30T00:00:00Z,1905-06-30T00:00:00Z
Halorentz,Hendrik Lorentz,male,1853-07-18T00:00:00Z,1928-02-04T00:00:00Z
Apitzsch,Rolf Apitzsch,male,1943-01-01T00:00:00Z,
Wegener,Alfred Wegener,male,1880-11-01T00:00:00Z,1930-11-01T00:00:00Z
Clausius,Rudolf Clausius,male,1822-01-02T00:00:00Z,1888-08-24T00:00:00Z
Helmutmoritz,Helmut Moritz,male,1933-11-01T00:00:00Z,2022-10-21T00:00:00Z
Conniewalker,Connie Walker,female,1957-01-01T00:00:00Z,
Knobelsdorff,Georg Wenzeslaus von Knobelsdorff,male,1699-02-17T00:00:00Z,1753-09-16T00:00:00Z
Natta,Giulio Natta,male,1903-02-26T00:00:00Z,1979-05-02T00:00:00Z
Giovarduino,Giovanni Arduino,male,1714-10-16T00:00:00Z,1795-03-21T00:00:00Z
Botticelli,Sandro Botticelli,male,1445-03-01T00:00:00Z,1510-05-17T00:00:00Z
Oswaldthomas,Oswald Thomas,male,1882-07-27T00:00:00Z,1963-02-13T00:00:00Z
Maxfabiani,Max Fabiani,male,1865-04-29T00:00:00Z,1962-08-18T00:00:00Z
Jerzyneyman,Jerzy Neyman,male,1894-04-16T00:00:00Z,1981-08-05T00:00:00Z
Myslbek,Josef Václav Myslbek,male,1848-06-20T00:00:00Z,1922-06-02T00:00:00Z
Iatteri,Giampiero Iatteri,male,1941-01-01T00:00:00Z,2004-01-01T00:00:00Z
Joshuacolwell,Joshua E. Colwell,male,1964-01-01T00:00:00Z,
Fedorets,Grigori Fedorets,male,1986-01-01T00:00:00Z,
Plucker,Julius Plücker,male,1801-07-16T00:00:00Z,1868-05-22T00:00:00Z
Poncelet,Jean-Victor Poncelet,male,1788-07-01T00:00:00Z,1867-12-22T00:00:00Z
Salmon,George Salmon,male,1819-09-25T00:00:00Z,1904-01-22T00:00:00Z
Norihiro,Norihiro Nakamura,male,1973-07-24T00:00:00Z,
Kalmancok,Dušan Kalmančok,male,1945-01-01T00:00:00Z,
Engels,Friedrich Engels,male,1820-11-28T00:00:00Z,1895-08-05T00:00:00Z
Mariacallas,Maria Callas,female,1923-12-02T00:00:00Z,1977-09-16T00:00:00Z
Savage,Leonard Jimmie Savage,male,1917-11-20T00:00:00Z,1971-11-01T00:00:00Z
Segre,Corrado Segre,male,1863-08-20T00:00:00Z,1924-05-18T00:00:00Z
Johnclarke,John Anthony Clarke,male,1996-01-01T00:00:00Z,
Shaundatta,Shaun Datta,,1996-01-01T00:00:00Z,
Kathibaker,Kathi Baker,female,1954-01-01T00:00:00Z,2014-11-08T00:00:00Z
Neildavey,Neil Davey,,1996-01-01T00:00:00Z,
Preetikakani,Preeti Kakani,female,1996-01-01T00:00:00Z,
Jameier,Joshua Abraham Meier,male,1995-01-01T00:00:00Z,
Annemerrill,Anne Merrill,female,1996-01-01T00:00:00Z,
Schmude,Richard Schmude,male,1958-01-01T00:00:00Z,
Lisamichaels,Lisa P. Michaels,female,1995-01-01T00:00:00Z,
Violamocz,Viola Mocz,female,1996-01-01T00:00:00Z,
Jihopark,Jiho Park,male,1996-01-01T00:00:00Z,
Vishnushankar,Vishnu Shankar,male,1996-01-01T00:00:00Z,
Thabitpulak,Thabit Pulak,male,1996-01-01T00:00:00Z,
Erichen,Eric Shu Chen,male,1996-01-01T00:00:00Z,
Zarinrahman,Zarin Ibnat Rahman,female,1996-01-01T00:00:00Z,
Kevingarbe,Kevin Matthew Garbe,male,1995-01-01T00:00:00Z,
Grossano,Geoffrey Rossano,male,1949-01-01T00:00:00Z,2021-07-23T00:00:00Z
Rolfebode,Rolfe C. Bode,male,1953-01-01T00:00:00Z,
Dudzinski,Grzegorz Dudziński,male,1989-01-01T00:00:00Z,
Textorisova,Izabela Textorisová,female,1866-03-16T00:00:00Z,1949-09-12T00:00:00Z
Severi,Francesco Severi,male,1879-04-13T00:00:00Z,1961-12-08T00:00:00Z
Marcelriesz,Marcel Riesz,male,1886-11-16T00:00:00Z,1969-09-04T00:00:00Z
Molaro,Jamie Molaro,female,1986-01-01T00:00:00Z,
Staudt,Karl Georg Christian von Staudt,male,1798-01-24T00:00:00Z,1867-06-01T00:00:00Z
Jakobsteiner,Jakob Steiner,male,1796-03-18T00:00:00Z,1863-04-01T00:00:00Z
Michtchenko,Tatiana Michtchenko,female,1954-01-01T00:00:00Z,
Larry,Larry Fine,male,1902-10-05T00:00:00Z,1975-01-24T00:00:00Z
Curly,Curly Howard,male,1903-10-22T00:00:00Z,1952-01-18T00:00:00Z
Shemp,Shemp Howard,male,1895-03-11T00:00:00Z,1955-11-22T00:00:00Z
Erondon,Eduardo Rondón,male,1980-01-01T00:00:00Z,
Guttler,Carsten Güttler,male,1980-01-01T00:00:00Z,
Angekauffmann,Angelica Kauffmann,female,1741-10-30T00:00:00Z,1807-11-05T00:00:00Z
Bethe,Hans Bethe,male,1906-07-02T00:00:00Z,2005-03-06T00:00:00Z
Jahn,Friedrich Ludwig Jahn,male,1778-08-11T00:00:00Z,1853-10-15T00:00:00Z
Debye,Peter Debye,male,1884-03-24T00:00:00Z,1966-11-02T00:00:00Z
Davasobel,Dava Sobel,female,1947-06-15T00:00:00Z,
Bashkirtseff,Marie Bashkirtseva,female,1860-11-11T00:00:00Z,1884-10-31T00:00:00Z
Scheidemann,Heinrich Scheidemann,male,1596-01-01T00:00:00Z,1663-09-26T00:00:00Z
Beishizhang,Bei Shizhang,male,1903-10-10T00:00:00Z,2009-10-29T00:00:00Z
Frankhill,Frank Hill,male,1906-05-21T00:00:00Z,1993-08-28T00:00:00Z
Brooktaylor,Brook Taylor,male,1685-08-18T00:00:00Z,1731-12-29T00:00:00Z
Erikafuchs,Erika Fuchs,female,1906-12-07T00:00:00Z,2005-04-22T00:00:00Z
Tricomi,Francesco Tricomi,male,1897-05-05T00:00:00Z,1978-11-21T00:00:00Z
Reneefleming,Renée Fleming,female,1959-02-14T00:00:00Z,
Vespucci,Amerigo Vespucci,male,1454-03-09T00:00:00Z,1512-02-22T00:00:00Z
Lipperhey,Hans Lippershay,male,1570-01-01T00:00:00Z,1619-09-01T00:00:00Z
Susorney,Hannah C.M. Susorney,female,1991-01-01T00:00:00Z,
Davidlouapre,David Louapre,male,1978-05-30T00:00:00Z,
Arnaudthiry,Arnaud Thiry,male,1988-01-01T00:00:00Z,
Braschi,Nicoletta Braschi,female,1960-04-19T00:00:00Z,
Pedrosada,Pedro Antonio Valdés Sada,male,1973-01-01T00:00:00Z,
Randiiwessen,Randii Wessen,male,1958-05-13T00:00:00Z,
Veblen,Oswald Veblen,male,1880-06-24T00:00:00Z,1960-08-10T00:00:00Z
Viete,François Viète,male,1540-01-01T00:00:00Z,1603-02-23T00:00:00Z
Terkan,Lajos Terkán,male,1877-04-26T00:00:00Z,1940-03-26T00:00:00Z
Johnwallis,John Wallis,male,1616-11-23T00:00:00Z,1703-10-28T00:00:00Z
Puckett,Tim Puckett,male,1962-03-20T00:00:00Z,
Re'emsari,Re'em Sari,male,1971-02-19T00:00:00Z,
Schult,Carsten Schult,male,1987-01-01T00:00:00Z,
Stansberry,John Stansberry,male,1962-01-01T00:00:00Z,
Eranofek,Eran Ofek,male,1972-03-17T00:00:00Z,
Leospohl,Leos Pohl,male,1981-01-01T00:00:00Z,
Ulrikababiakova,Ulrika Babiaková,female,1976-04-03T00:00:00Z,2002-11-03T00:00:00Z
Brayton,Scott Brayton,male,1959-02-20T00:00:00Z,1996-05-17T00:00:00Z
Honguyang,Hongu Yang,male,1980-01-01T00:00:00Z,
Lamarr,Hedy Lamarr,female,1914-11-09T00:00:00Z,2000-01-19T00:00:00Z
Strekalov,Gennadi Strekalov,male,1940-10-26T00:00:00Z,2004-12-25T00:00:00Z
Alexandripatov,Alexander Ipatov,male,1945-04-14T00:00:00Z,
Ehrenfest,Paul Ehrenfest,male,1880-01-18T00:00:00Z,1933-09-25T00:00:00Z
Sommerfeld,Arnold Sommerfeld,male,1868-12-05T00:00:00Z,1951-04-26T00:00:00Z
Dobereiner,Johann Wolfgang Döbereiner,male,1780-12-13T00:00:00Z,1849-03-24T00:00:00Z
Zollitsch,Robert Zollitsch,male,1938-08-09T00:00:00Z,
Gussalli,Luigi Gussalli,male,1885-12-18T00:00:00Z,1950-01-01T00:00:00Z
Wronski,Józef Maria Hoene-Wroński,male,1776-08-23T00:00:00Z,1853-08-09T00:00:00Z
Strejcek,Alfred Strejček,male,1941-11-24T00:00:00Z,
Rufus,Milan Rúfus,male,1928-12-10T00:00:00Z,2009-01-11T00:00:00Z
Sofiarandich,Sofia Randich,female,1962-01-01T00:00:00Z,
Arsenewenger,Arsène Wenger,male,1949-10-22T00:00:00Z,
Shixian,Xian Shi,,1983-01-01T00:00:00Z,
Scottmanley,Scott Manley,male,1972-12-31T00:00:00Z,
Gross,John Gross,male,1959-01-01T00:00:00Z,
Keane,Jacqueline V. Keane,female,1973-01-01T00:00:00Z,
Raphaelmarschall,Raphael Marschall,male,1987-01-01T00:00:00Z,
Alexmeyer,Alex J. Meyer,male,1995-01-01T00:00:00Z,
Peterpau,Peter Pau,male,1952-01-01T00:00:00Z,
Vieiramartins,Roberto Vieira-Martins,,1947-01-01T00:00:00Z,
Flewelling,Heather A. Flewelling,female,1979-01-01T00:00:00Z,
Ciccone,Madonna,female,1958-08-16T00:00:00Z,
Lazowski,Eugene Lazowski,male,1913-01-01T00:00:00Z,2006-12-16T00:00:00Z
Vincent,Jean-Baptiste Vincent,male,1983-01-01T00:00:00Z,
van 't Hoff,Jacobus Henricus van 't Hoff,male,1852-08-30T00:00:00Z,1911-03-01T00:00:00Z
Cullers,Kent Cullers,male,1949-01-01T00:00:00Z,2021-07-17T00:00:00Z
Benckert,Johann Peter Benkert,male,1709-09-11T00:00:00Z,1765-12-14T00:00:00Z
Molinari,Emilio Molinari,male,1963-01-01T00:00:00Z,
Yarkovsky,Jan Jarkowski,male,1844-05-12T00:00:00Z,1902-01-09T00:00:00Z
Lespaul,Les Paul,male,1915-06-09T00:00:00Z,2009-08-12T00:00:00Z
Uzan,Jean-Philippe Uzan,male,1969-01-01T00:00:00Z,
Beckysmethurst,Rebecca Smethurst,female,1990-05-15T00:00:00Z,
Bochartdesaron,Jean Baptiste Gaspard Bochart de Saron,male,1730-01-16T00:00:00Z,1794-04-20T00:00:00Z
Kyoko,Kyoko Iwasaki,female,1978-07-21T00:00:00Z,
Emilianoricci,Emiliano Ricci,male,1964-03-15T00:00:00Z,
Clementfeller,Clément Feller,male,1989-01-01T00:00:00Z,
Lorius,Claude Lorius,male,1932-02-27T00:00:00Z,2023-03-21T00:00:00Z
Etienneklein,Étienne Klein,male,1958-04-01T00:00:00Z,
Petrvok,Peter Vok of Rosenberg,male,1539-10-01T00:00:00Z,1611-11-06T00:00:00Z
Mackerras,Charles Mackerras,male,1925-11-17T00:00:00Z,2010-07-14T00:00:00Z
Philmetzger,Philip T. Metzger,male,1962-01-01T00:00:00Z,
Vaduvescu,Ovidiu Văduvescu,male,1967-01-01T00:00:00Z,
Erickmeza,Erick Meza,male,1980-01-01T00:00:00Z,
Katarinawitt,Katarina Witt,female,1965-12-03T00:00:00Z,
Sumner,James Edward (Red) Sumner Jr.,male,1946-01-01T00:00:00Z,
Jordansteckloff,Jordan Steckloff,male,1985-01-01T00:00:00Z,
Povolny,Dalibor F. Povolný,male,1924-11-13T00:00:00Z,2004-11-06T00:00:00Z
Kimyoonyoung,Yoonyoung Kim,female,1991-01-01T00:00:00Z,
Lynnaequick,Lynnae C. Quick,female,1983-01-01T00:00:00Z,
Lynnecox,Lynne Cox,female,1957-01-02T00:00:00Z,
Michelmeunier,Michel Meunier,male,1964-01-01T00:00:00Z,
Hasler,Karel Hašler,male,1879-10-31T00:00:00Z,1941-12-22T00:00:00Z
Dawidowicz,Gilles Dawidowicz,male,1971-09-11T00:00:00Z,
Louisneefs,Louis Neefs,male,1937-08-08T00:00:00Z,1980-12-25T00:00:00Z
Roche,Édouard Roche,male,1820-10-17T00:00:00Z,1883-04-27T00:00:00Z
Jeffbeck,Jeff Beck,male,1944-06-24T00:00:00Z,2023-01-10T00:00:00Z
Szilard,Leó Szilárd,male,1898-02-11T00:00:00Z,1964-05-30T00:00:00Z
Kitazato,Kohei Kitazato,,1980-01-01T00:00:00Z,
Deller,Jakob Deller,male,1985-01-01T00:00:00Z,
Gaoyaojie,Gao Yaojie,female,1927-12-19T00:00:00Z,2023-12-10T00:00:00Z
Kipkeino,Kip Keino,male,1940-01-17T00:00:00Z,
Moritakumi,Takumi Mori,male,1936-01-01T00:00:00Z,2015-01-01T00:00:00Z
Janeausten,Jane Austen,female,1775-12-16T00:00:00Z,1817-07-18T00:00:00Z
Charlottebronte,Charlotte Brontë,female,1816-04-21T00:00:00Z,1855-03-31T00:00:00Z
Kardashev,Nikolai Kardashev,male,1932-04-25T00:00:00Z,2019-08-03T00:00:00Z
Casals,Pablo Casals,male,1876-12-29T00:00:00Z,1973-10-22T00:00:00Z
Carllewis,Carl Lewis,male,1961-07-01T00:00:00Z,
Puckler,"Hermann, Fürst von Pückler-Muskau",male,1785-10-30T00:00:00Z,1871-02-04T00:00:00Z
Carnera,Luigi Carnera,male,1875-04-14T00:00:00Z,1962-07-30T00:00:00Z
Guccini,Francesco Guccini,male,1940-06-14T00:00:00Z,
Marson,Roberto Marson,male,1944-06-28T00:00:00Z,2011-11-07T00:00:00Z
Evaseidlova,Eva Seidlová,female,1948-05-19T00:00:00Z,
Jozsef,Attila József,male,1905-04-11T00:00:00Z,1937-12-03T00:00:00Z
Vieuxtemps,Henri Vieuxtemps,male,1820-02-17T00:00:00Z,1881-06-06T00:00:00Z
Peixinho,Nuno Peixinho,male,1971-01-01T00:00:00Z,
Yukikajiura,Yuki Kajiura,female,1965-08-06T00:00:00Z,
Sylviecoyaud,Sylvie Coyaud,female,1944-01-01T00:00:00Z,
Frankkameny,Frank Kameny,male,1925-05-21T00:00:00Z,2011-10-11T00:00:00Z
Milam,Stefanie Milam,female,1980-01-01T00:00:00Z,
Mariawomack,Maria Womack,female,1963-01-01T00:00:00Z,
Ramanjooloo,Yudish Ramanjooloo,male,1985-01-01T00:00:00Z,
Bonal,Lydie Bonal,female,1980-01-01T00:00:00Z,
Yaobeina,Yao Beina,female,1981-09-26T00:00:00Z,2015-01-16T00:00:00Z
Hongkyumoon,Hong-Kyu Moon,male,1965-01-01T00:00:00Z,
Tubiana,Cecilia Tubiana,female,1980-01-01T00:00:00Z,
Keikokubota,Keiko Kubota,female,1985-12-05T00:00:00Z,
Kindleberger,Charles Poor Kindleberger,male,1910-10-12T00:00:00Z,2003-07-07T00:00:00Z
Caligiuri,Michael P. Caligiuri,male,1954-01-01T00:00:00Z,
Lucapaolini,Luca Paolini,male,1977-01-17T00:00:00Z,
Kokotanekova,Rosita Kokotanekova,female,1991-01-01T00:00:00Z,
Bianchini,Francesco Bianchini,male,1662-12-13T00:00:00Z,1729-03-02T00:00:00Z
Derekmuller,Derek Muller,male,1982-11-09T00:00:00Z,
Podjavorinska,Ľudmila Podjavorinská,female,1872-04-26T00:00:00Z,1951-03-02T00:00:00Z
Samanthalawler,Samantha Lawler,female,1982-01-01T00:00:00Z,
Jenniskens,Peter Jenniskens,male,1962-08-02T00:00:00Z,
Marsset,Michael Marsset,male,1989-01-01T00:00:00Z,
Katosawao,Sawao Katō,male,1946-10-11T00:00:00Z,
Banting,Frederick Banting,male,1891-11-14T00:00:00Z,1941-02-21T00:00:00Z
Rodrigoleiva,Rodrigo Leiva,male,1980-01-01T00:00:00Z,
Pechstein,Max Pechstein,male,1881-12-31T00:00:00Z,1955-06-29T00:00:00Z
Lynevans,Lyn Evans,male,1945-07-24T00:00:00Z,
Tiepolo,Giovanni Battista Tiepolo,male,1696-03-05T00:00:00Z,1770-03-27T00:00:00Z
Svyatitelpyotr,Peter of Kiyv,male,1260-01-01T00:00:00Z,1326-12-21T00:00:00Z
Augustepiccard,Auguste Piccard,male,1884-01-28T00:00:00Z,1962-03-24T00:00:00Z
Cleynaerts,Nicolas Cleynaerts,male,1493-12-05T00:00:00Z,1542-01-01T00:00:00Z
Tanijinzan,Jinzan Tani,male,1663-04-18T00:00:00Z,1718-07-27T00:00:00Z
Jimmypage,Jimmy Page,male,1944-01-09T00:00:00Z,
Whittle,Frank Whittle,male,1907-06-01T00:00:00Z,1996-08-09T00:00:00Z
Vidal-Madjar,Alfred Vidal-Madjar,male,1942-09-13T00:00:00Z,
Tonnon,Anthonie Tonnon,male,1989-01-01T00:00:00Z,
Cosquer,Henri Cosquer,male,1950-02-04T00:00:00Z,
Thewrewk,Aurél Ponori Thewrewk,male,1921-05-02T00:00:00Z,2014-10-08T00:00:00Z
Slawomirbreiter,Sławomir Breiter,male,1963-12-31T00:00:00Z,
Reneracine,René Racine,male,1939-01-01T00:00:00Z,
Wendyrichard,Wendy Richard,female,1943-07-20T00:00:00Z,2009-02-26T00:00:00Z
Pranverahyseni,Pranvera Hyseni,female,1995-04-25T00:00:00Z,
Levi-Setti,Riccardo Levi-Setti,male,1927-07-12T00:00:00Z,2018-11-08T00:00:00Z
Venditti,Flaviane Venditti,female,1980-01-01T00:00:00Z,
Gicquel,Adeline Gicquel-Brodtke,female,1985-01-01T00:00:00Z,
Viktortikhonov,Viktor Tikhonov,male,1930-06-04T00:00:00Z,2014-11-24T00:00:00Z
Oken,Lorenz Oken,male,1779-08-01T00:00:00Z,1851-08-11T00:00:00Z
Ireneadler,Irene Adler,female,1858-01-01T00:00:00Z,
Bradyharan,Brady Haran,male,1976-06-18T00:00:00Z,
Yuji,Yuji Nakamura,male,1956-01-01T00:00:00Z,
Kronk,Gary W. Kronk,male,1956-03-23T00:00:00Z,
Kolmogorov,Andrey Kolmogorov,male,1903-04-25T00:00:00Z,1987-10-20T00:00:00Z
Dehio,Georg Dehio,male,1850-11-22T00:00:00Z,1932-03-19T00:00:00Z
Schrade,Hugo Schrade,male,1900-08-04T00:00:00Z,1974-08-18T00:00:00Z
Wilhelmwien,Wilhelm Wien,male,1864-01-13T00:00:00Z,1928-08-30T00:00:00Z
Merian,Matthäus Merian,male,1593-09-22T00:00:00Z,1650-06-19T00:00:00Z
Mossbauer,Rudolf Mössbauer,male,1929-01-31T00:00:00Z,2011-09-14T00:00:00Z
Falk,Johannes Daniel Falk,male,1768-10-28T00:00:00Z,1826-02-14T00:00:00Z
Eziobosso,Ezio Bosso,male,1971-09-13T00:00:00Z,2020-05-15T00:00:00Z
Balbinot,Roberto Balbinot,male,1956-04-21T00:00:00Z,
Mariko,Mariko Hamada,female,1964-09-30T00:00:00Z,
Fierz,Olga Fierz,female,1900-07-26T00:00:00Z,1990-06-17T00:00:00Z
Penninger,Josef Penninger,male,1964-09-05T00:00:00Z,
Lynnokamoto,Lynn Okamoto,male,1970-01-06T00:00:00Z,
Kenzotange,Kenzō Tange,male,1913-09-04T00:00:00Z,2005-03-22T00:00:00Z
Perelman,Grigori Perelman,male,1966-06-13T00:00:00Z,
Petrginz,Petr Ginz,male,1928-02-01T00:00:00Z,1944-09-29T00:00:00Z
Huimanto,Man-To Hui,male,1990-01-01T00:00:00Z,
Geraintjones,Geraint H. Jones,male,1970-01-01T00:00:00Z,
Deshapriya,Jasinghege Don Prasanna Deshapriya,male,1989-01-01T00:00:00Z,
Davidixon,David Dixon,male,1947-10-28T00:00:00Z,
Rickhusband,Rick Husband,male,1957-07-12T00:00:00Z,2003-02-01T00:00:00Z
Mikeanderson,Michael P. Anderson,male,1959-12-25T00:00:00Z,2003-02-01T00:00:00Z
Davidbrown,David M. Brown,male,1956-04-16T00:00:00Z,2003-02-01T00:00:00Z
Kalpanachawla,Kalpana Chawla,female,1962-03-17T00:00:00Z,2003-02-01T00:00:00Z
Laurelclark,Laurel Clark,female,1961-03-10T00:00:00Z,2003-02-01T00:00:00Z
Ilanramon,Ilan Ramon,male,1954-06-20T00:00:00Z,2003-02-01T00:00:00Z
Donaldjohanson,Donald Johanson,male,1943-06-28T00:00:00Z,
Izumishikibu,Izumi Shikibu,female,0976-01-01T00:00:00Z,1033-01-01T00:00:00Z
Van Flandern,Tom Van Flandern,male,1940-06-26T00:00:00Z,2009-01-09T00:00:00Z
Lecorbusier,Le Corbusier,male,1887-10-06T00:00:00Z,1965-08-27T00:00:00Z
Mott,John Mott,male,1865-05-25T00:00:00Z,1955-01-31T00:00:00Z
Mommsen,Theodor Mommsen,male,1817-11-30T00:00:00Z,1903-11-01T00:00:00Z
Philnicolai,Philipp Nicolai,male,1556-08-10T00:00:00Z,1608-10-26T00:00:00Z
Brianmay,Brian May,male,1947-07-19T00:00:00Z,
Vercingetorix,Vercingetorix,male,0180-01-01T00:00:00Z,0146-01-01T00:00:00Z
Martinphillipps,Martin Phillipps,male,1963-07-02T00:00:00Z,2024-07-28T00:00:00Z
Simonson,Walt Simonson,male,1946-09-02T00:00:00Z,
Mojmir,Mojmir I,male,0795-01-01T00:00:00Z,0846-01-01T00:00:00Z
Janfischer,Ján Fischer,male,1905-05-05T00:00:00Z,1980-02-04T00:00:00Z
Galsarid,Gal Sarid,male,1981-01-01T00:00:00Z,
Adammckay,Adam J. McKay,male,1986-01-01T00:00:00Z,
Kinokonasu,Kinoko Nasu,male,1973-11-28T00:00:00Z,
Waltharris,Walt Harris,male,1964-01-01T00:00:00Z,
Yukitoayatsuji,Yukito Ayatsuji,male,1960-12-23T00:00:00Z,
Makotoshinkai,Makoto Shinkai,male,1973-02-09T00:00:00Z,
Takanashi,Yasuharu Takanashi,male,1964-04-13T00:00:00Z,
Hackman,Gene Hackman,male,1930-01-30T00:00:00Z,2025-02-18T00:00:00Z
Lepsius,Karl Richard Lepsius,male,1810-12-23T00:00:00Z,1884-07-10T00:00:00Z
Eulenspiegel,Till Eulenspiegel,male,1300-01-01T00:00:00Z,1350-01-01T00:00:00Z
Jackmapanje,Jack Mapanje,male,1944-03-25T00:00:00Z,
Jaimenomen,Jaume Nomen,male,1960-06-23T00:00:00Z,
Guilbertlepoutre,Aurélie Guilbert-Lepoutre,female,1983-10-03T00:00:00Z,
Pupin,Mihajlo Pupin,male,1858-10-09T00:00:00Z,1935-03-12T00:00:00Z
Alimov,Aleksandr Alimov,male,1933-11-09T00:00:00Z,2019-09-20T00:00:00Z
von Klitzing,Klaus von Klitzing,male,1943-06-28T00:00:00Z,
Kyoshi,Kyoshi Takahama,male,1874-02-22T00:00:00Z,1959-04-08T00:00:00Z
Alhazen,Ibn al-Haytham,male,0965-01-01T00:00:00Z,1039-01-01T00:00:00Z
Monod,Jacques Monod,male,1910-02-09T00:00:00Z,1976-05-31T00:00:00Z
Paveltoufar,Pavel Toufar,male,1948-07-13T00:00:00Z,2018-09-26T00:00:00Z
Reynek,Bohuslav Reynek,male,1892-05-31T00:00:00Z,1971-09-28T00:00:00Z
Danimatter,Daniel Matter,male,1957-01-01T00:00:00Z,
Pierremartin,R. Pierre Martin,male,1964-01-01T00:00:00Z,
Falcone,Giovanni Falcone,male,1939-05-18T00:00:00Z,1992-05-23T00:00:00Z
Henson,Matthew Henson,male,1866-08-08T00:00:00Z,1955-03-09T00:00:00Z
Ohsadaharu,Sadaharu Oh,male,1940-05-20T00:00:00Z,
Moraes,Wenceslau de Moraes,male,1854-05-30T00:00:00Z,1929-07-01T00:00:00Z
Choemuseon,Choe Museon,male,1325-01-01T00:00:00Z,1395-01-01T00:00:00Z
Ianwong,Ian Wong,male,1990-01-01T00:00:00Z,
Behring,Emil von Behring,male,1854-03-15T00:00:00Z,1917-03-31T00:00:00Z
Franzrosenzweig,Franz Rosenzweig,male,1886-12-25T00:00:00Z,1929-12-10T00:00:00Z
Ehrlich,Paul Ehrlich,male,1854-03-14T00:00:00Z,1915-08-20T00:00:00Z
Mahalia,Mahalia Jackson,female,1911-10-26T00:00:00Z,1972-01-27T00:00:00Z
Healy,David Healy,male,1936-12-22T00:00:00Z,2011-06-06T00:00:00Z
Kalalova,Vlasta Kálalová,female,1896-10-26T00:00:00Z,1971-02-15T00:00:00Z
Franscini,Stefano Franscini,male,1796-10-23T00:00:00Z,1857-07-19T00:00:00Z
Oveges,József Öveges,male,1895-11-10T00:00:00Z,1979-09-04T00:00:00Z
Michelory,Michel Ory,male,1966-04-18T00:00:00Z,
Naomipasachoff,Naomi Pasachoff,female,1947-01-01T00:00:00Z,
Deakferenc,Ferenc Deák,male,1803-10-17T00:00:00Z,1876-01-28T00:00:00Z
Jangyeongsil,Jang Yeong-sil,male,1400-01-01T00:00:00Z,
Savostyanov,Fyodor Savostyanov,male,1924-12-23T00:00:00Z,2012-04-02T00:00:00Z
Philaret,Philaret Drozdov,male,1782-12-26T00:00:00Z,1867-11-19T00:00:00Z
Berlioz,Hector Berlioz,male,1803-12-11T00:00:00Z,1869-03-08T00:00:00Z
Aleserpieri,Alessandro Serpieri,male,1823-10-31T00:00:00Z,1885-02-22T00:00:00Z
Hughdowns,Hugh Downs,male,1921-02-14T00:00:00Z,2020-07-01T00:00:00Z
Holuby,Josef Ludovit Holuby,male,1836-03-25T00:00:00Z,1923-06-15T00:00:00Z
Heojun,Heo Jun,male,1546-01-01T00:00:00Z,1615-10-09T00:00:00Z
Maxaub,Max Aub,male,1903-06-02T00:00:00Z,1972-07-22T00:00:00Z
Ninomanfredi,Nino Manfredi,male,1921-03-22T00:00:00Z,2004-06-04T00:00:00Z
Biermann,Ludwig Biermann,male,1907-03-13T00:00:00Z,1986-01-12T00:00:00Z
Segreliliana,Liliana Segre,female,1930-09-10T00:00:00Z,
Backhouse,Thomas Backhouse,male,1842-08-14T00:00:00Z,1920-03-13T00:00:00Z
Cherryh,C. J. Cherryh,female,1942-09-01T00:00:00Z,
Garossino,Paul G. A. Garossino,male,1953-01-01T00:00:00Z,
Bullock,Sandra Bullock,female,1964-07-26T00:00:00Z,
Seanokeefe,Sean O'Keefe,male,1956-01-27T00:00:00Z,
Scheidt,Samuel Scheidt,male,1587-11-04T00:00:00Z,1654-03-24T00:00:00Z
Cervantes,Miguel de Cervantes,male,1547-09-29T00:00:00Z,1616-04-22T00:00:00Z
Nanrendong,Nan Rendong,male,1945-02-19T00:00:00Z,2017-09-15T00:00:00Z
Terrell,Dirk Terrell,male,1965-08-14T00:00:00Z,
