name,named_after,sex_or_gender,date_of_birth,date_of_death
Pittich,Eduard Pittich,male,1940-06-15T00:00:00Z,2018-06-29T00:00:00Z
Somerville,Mary Somerville,female,1780-12-26T00:00:00Z,1872-11-28T00:00:00Z
Hopper,Grace Hopper,female,1906-12-09T00:00:00Z,1992-01-01T00:00:00Z
Schupmann,Ludwig Schupmann,male,1851-01-23T00:00:00Z,1920-10-02T00:00:00Z
Lafontaine,Jean de La Fontaine,male,1621-07-08T00:00:00Z,1695-04-13T00:00:00Z
Barkhatova,Klavdia Barkhatova,female,1917-11-07T00:00:00Z,1990-01-19T00:00:00Z
Ringuelet,Adela Ringuelet,female,1930-03-27T00:00:00Z,2023-04-26T00:00:00Z
Irmina,Irma Mikhailovna Golodyaevskaya,female,1931-10-28T00:00:00Z,1956-10-10T00:00:00Z
Burnett,Donald S. Burnett,male,1937-01-01T00:00:00Z,
Brewington,Howard J. Brewington,male,1952-12-03T00:00:00Z,
Pollock,Jackson Pollock,male,1912-01-28T00:00:00Z,1956-08-11T00:00:00Z
Vasarely,Victor Vasarely,male,1906-04-09T00:00:00Z,1997-03-15T00:00:00Z
Otzi,Ötzi,male,3275-01-01T00:00:00Z,3230-01-01T00:00:00Z
Archieroy,Archie Roy,male,1924-06-24T00:00:00Z,2012-12-27T00:00:00Z
Babel',Isaak Babel,male,1894-06-30T00:00:00Z,1940-01-27T00:00:00Z
Kulibin,Ivan Kulibin,male,1735-04-10T00:00:00Z,1818-07-30T00:00:00Z
Keck,Howard B. Keck,male,1913-09-20T00:00:00Z,1996-12-14T00:00:00Z
Eizaburo,Eizaburo Nishibori,male,1903-01-28T00:00:00Z,1989-04-13T00:00:00Z
Letunov,Yuri Letunov,male,1926-10-26T00:00:00Z,1984-07-30T00:00:00Z
Ishidagoro,Gorō Ishida,male,1924-02-21T00:00:00Z,1992-07-27T00:00:00Z
Dizzy,Dizzy Gillespie,male,1917-10-21T00:00:00Z,1993-01-06T00:00:00Z
Hedin,Sven Hedin,male,1865-02-19T00:00:00Z,1952-11-26T00:00:00Z
Hamsun,Knut Hamsun,male,1859-08-04T00:00:00Z,1952-02-19T00:00:00Z
GOI,Dmitry Rozhdestvensky,male,1876-03-26T00:00:00Z,1940-06-25T00:00:00Z
Raybrown,Ray Brown,male,1926-10-13T00:00:00Z,2002-07-02T00:00:00Z
Stone,Edward C. Stone,male,1936-01-23T00:00:00Z,2024-06-09T00:00:00Z
Davidbrewster,David Brewster,male,1781-12-11T00:00:00Z,1868-02-10T00:00:00Z
Deankoontz,Dean Koontz,male,1945-07-09T00:00:00Z,
Glynjones,Kenneth Glyn Jones,male,1915-11-13T00:00:00Z,1995-07-26T00:00:00Z
Sakanoue,Tsutomu Sakanoue,male,1921-01-01T00:00:00Z,
Archilochos,ancient Greek lyric poet,male,0688-01-01T00:00:00Z,0645-01-01T00:00:00Z
Toshimaihara,Toshinori Maihara,male,1942-06-15T00:00:00Z,
Josephblack,Joseph Black,male,1728-04-16T00:00:00Z,1799-12-06T00:00:00Z
Dolezal,Erich Dolezal,male,1902-11-22T00:00:00Z,1990-07-17T00:00:00Z
Mickiewicz,Adam Mickiewicz,male,1798-12-24T00:00:00Z,1855-11-26T00:00:00Z
Gehrig,Lou Gehrig,male,1903-06-19T00:00:00Z,1941-06-02T00:00:00Z
Milesdavis,Miles Davis,male,1926-05-26T00:00:00Z,1991-09-28T00:00:00Z
Zbirka,Miroslav Žbirka,male,1952-10-21T00:00:00Z,2021-11-10T00:00:00Z
Novotna,Jarmila Novotná,female,1907-09-23T00:00:00Z,1994-02-09T00:00:00Z
Jedicke,Peter Jedicke,male,1955-01-01T00:00:00Z,
Jedicke,Robert Jedicke,male,1963-01-30T00:00:00Z,
Jedicke,June Jedicke-Zehr,female,1966-01-01T00:00:00Z,
Jensen,Poul Jensen,male,2000-01-01T00:00:00Z,
Zatopek,Emil Zátopek,male,1922-09-19T00:00:00Z,2000-11-21T00:00:00Z
Kathywhaler,Kathryn Whaler,female,1956-06-11T00:00:00Z,
Teruo,Teruo Saegusa,male,1958-01-01T00:00:00Z,1989-01-01T00:00:00Z
Schonfeld,Eduard Schönfeld,male,1828-12-22T00:00:00Z,1891-05-01T00:00:00Z
Pindarus,Pindar,male,0517-01-01T00:00:00Z,0437-01-01T00:00:00Z
Zhiganov,Näcip Cihanof,male,1911-01-02T00:00:00Z,1988-06-02T00:00:00Z
Zhvanetskij,Mikhail Zhvanetsky,male,1934-03-06T00:00:00Z,2020-11-06T00:00:00Z
Prutkov,Kozma Prutkov,male,1803-04-11T00:00:00Z,1863-01-13T00:00:00Z
Kemurdzhian,Alexander Kemurdzhian,male,1921-10-04T00:00:00Z,2003-02-24T00:00:00Z
Mats,Mats Lindgren,male,1974-10-01T00:00:00Z,
Khadzhinov,Leonid Khadzhinov,male,1927-04-28T00:00:00Z,2019-02-28T00:00:00Z
Toshimayeda,Toshiko Mayeda,female,1923-01-01T00:00:00Z,2004-02-13T00:00:00Z
Feliksobolev,Feliks Soboliev,male,1931-07-25T00:00:00Z,1984-04-20T00:00:00Z
Lovi,George Lovi,male,1939-01-01T00:00:00Z,1993-01-01T00:00:00Z
Utesov,Leonid Utyosov,male,1895-03-09T00:00:00Z,1982-03-09T00:00:00Z
Roachapproach,Steve Roach,male,1955-02-16T00:00:00Z,
Hrozny,Bedřich Hrozný,male,1879-05-06T00:00:00Z,1952-12-12T00:00:00Z
Leukippos,Leucippus,male,0500-01-01T00:00:00Z,0500-01-01T00:00:00Z
Epikouros,Epicurus,male,0342-01-01T00:00:00Z,0270-01-01T00:00:00Z
Khromchenko,Vladimir Khromchenko,male,1949-09-16T00:00:00Z,2022-01-02T00:00:00Z
d'Alembert,Jean le Rond d'Alembert,male,1717-11-16T00:00:00Z,1783-10-29T00:00:00Z
Barrande,Joachim Barrande,male,1799-08-11T00:00:00Z,1883-10-05T00:00:00Z
Watt,James Watt,male,1736-01-19T00:00:00Z,1819-08-25T00:00:00Z
Tickell,Crispin Tickell,male,1930-08-25T00:00:00Z,2022-01-25T00:00:00Z
Harryatkinson,Harry Atkinson,male,1831-11-01T00:00:00Z,1892-06-28T00:00:00Z
Takimoto,Daisuke Takimoto,male,1950-01-01T00:00:00Z,1997-11-08T00:00:00Z
Kresilas,Cresilas,male,0480-01-01T00:00:00Z,0410-01-01T00:00:00Z
Polykletus,Polykleitos,male,0490-01-01T00:00:00Z,0420-01-01T00:00:00Z
Praxiteles,Praxiteles,male,0395-01-01T00:00:00Z,0330-01-01T00:00:00Z
Lysippus,Lysippos,male,0390-01-01T00:00:00Z,0300-01-01T00:00:00Z
Xenophon,Xenophon,male,0430-01-01T00:00:00Z,0354-01-01T00:00:00Z
Liviogratton,Livio Gratton,male,1910-07-30T00:00:00Z,1991-01-15T00:00:00Z
Gorodnitskij,Alexander Gorodnitsky,male,1933-03-20T00:00:00Z,
Sorin,Sergej Ivanovich Sorin,male,1916-08-24T00:00:00Z,1994-12-11T00:00:00Z
Ivavladis,Vladislav Ivanov,male,1936-01-01T00:00:00Z,2007-01-01T00:00:00Z
Yakubovich,Leonid Yakubovich,male,1945-07-31T00:00:00Z,
Saint-Aignan,Charles P. de Saint-Aignan,male,1977-02-16T00:00:00Z,
Julioangel,Julio Ángel Fernández,male,1946-04-05T00:00:00Z,
Thales,Thales,male,0625-01-01T00:00:00Z,0545-01-01T00:00:00Z
Anaximandros,Anaximander,male,0610-01-01T00:00:00Z,0546-01-01T00:00:00Z
Yuzuruyoshii,Yuzuru Yoshii,male,1951-01-01T00:00:00Z,
Tozzi,Gian Paolo Tozzi,male,1949-01-01T00:00:00Z,
Williammurdoch,William Murdoch,male,1754-08-21T00:00:00Z,1839-11-15T00:00:00Z
Pierssac,Piers Sellers,male,1955-04-11T00:00:00Z,2016-12-23T00:00:00Z
Telford,Thomas Telford,male,1757-08-09T00:00:00Z,1834-09-02T00:00:00Z
Jyuro,Juro Kobayashi,male,1949-01-01T00:00:00Z,
Xenophanes,Xenophanes,male,0570-01-01T00:00:00Z,0478-01-01T00:00:00Z
Ryokan,Ryōkan,male,1758-01-01T00:00:00Z,1831-01-01T00:00:00Z
Weinberg,Steven Weinberg,male,1933-05-03T00:00:00Z,2021-07-23T00:00:00Z
Parmenides,Parmenides,male,0515-01-01T00:00:00Z,0470-01-01T00:00:00Z
Anaximenes,Anaximenes of Miletus,,0585-01-01T00:00:00Z,0525-01-01T00:00:00Z
Ghiberti,Lorenzo Ghiberti,,1378-01-01T00:00:00Z,1455-12-01T00:00:00Z
Donatello,Donatello,,1386-01-01T00:00:00Z,1466-12-13T00:00:00Z
Robbia,Luca della Robbia,,1399-07-01T00:00:00Z,1482-02-10T00:00:00Z
Carlnielsen,Carl Nielsen,,1865-06-09T00:00:00Z,1931-10-03T00:00:00Z
Diefenbach,Karl Wilhelm Diefenbach,,1851-02-21T00:00:00Z,1913-12-15T00:00:00Z
Chesneau,Olivier Chesneau,male,1972-10-28T00:00:00Z,2014-05-17T00:00:00Z
Hendricks,John Hendricks,male,1952-03-29T00:00:00Z,
Cevolani,Giordano Cevolani,male,1945-01-11T00:00:00Z,
Bechtereva,Natalia Bekhtereva,female,1924-07-07T00:00:00Z,2008-06-22T00:00:00Z
Zajtsev,Alexander Zaitsev,male,1945-05-19T00:00:00Z,2021-11-29T00:00:00Z
Plavec,Miroslav Plavec,male,1925-10-07T00:00:00Z,2008-01-23T00:00:00Z
Messner,Reinhold Messner,male,1944-09-17T00:00:00Z,
Gerokurat,Gero Kurat,male,1938-11-18T00:00:00Z,2009-11-27T00:00:00Z
Lugmair,Günter Lugmair,male,1940-01-01T00:00:00Z,2021-03-21T00:00:00Z
Cloutis,Edward A. Cloutis,male,1958-01-01T00:00:00Z,
Timiryazev,Kliment Timiryazev,male,1843-05-22T00:00:00Z,1920-04-28T00:00:00Z
Janeirabloom,Jane Ira Bloom,female,1955-01-12T00:00:00Z,
Bascom,Florence Bascom,female,1862-07-14T00:00:00Z,1945-06-18T00:00:00Z
Vrchlicky,Jaroslav Vrchlický,male,1853-02-17T00:00:00Z,1912-09-09T00:00:00Z
Makoto,Makoto Yoshikawa,male,1962-01-01T00:00:00Z,
Koishikawa,Masahiro Koishikawa,male,1952-01-01T00:00:00Z,2020-08-26T00:00:00Z
Mutojunkyu,Junkyū Mutō,male,1950-02-18T00:00:00Z,
Kunitomoikkansai,Kunitomo Ikkansai,male,1778-11-21T00:00:00Z,1840-12-26T00:00:00Z
Verrocchio,Andrea del Verrocchio,male,1435-01-01T00:00:00Z,1488-10-07T00:00:00Z
Stoss,Veit Stoss,male,1447-01-01T00:00:00Z,1533-09-20T00:00:00Z
Osterbrock,Donald Edward Osterbrock,male,1924-07-13T00:00:00Z,2007-01-11T00:00:00Z
Glebov,Igor Glebov,male,1914-01-21T00:00:00Z,2002-01-11T00:00:00Z
Davemckay,David S. McKay,male,1936-09-25T00:00:00Z,2013-02-20T00:00:00Z
Ludolfschultz,Ludolf Schultz,male,1937-01-01T00:00:00Z,
Dalla-Degregori,Lucio Dalla,male,1943-03-04T00:00:00Z,2012-03-01T00:00:00Z
Dalla-Degregori,Francesco De Gregori,male,1951-04-04T00:00:00Z,
Still,William Grant Still,male,1895-05-11T00:00:00Z,1978-12-03T00:00:00Z
Hjorth,Jens Hjorth,male,1964-12-22T00:00:00Z,
Henrard,Jacques Henrard,male,1940-01-01T00:00:00Z,
Aristoteles,Aristotle,male,0384-01-01T00:00:00Z,0322-01-01T00:00:00Z
Lasorda,Tommy Lasorda,male,1927-09-22T00:00:00Z,2021-01-07T00:00:00Z
Demokritos,Democritus,male,0460-01-01T00:00:00Z,0360-01-01T00:00:00Z
Hutton,James Hutton,male,1726-06-03T00:00:00Z,1797-03-26T00:00:00Z
Miguelhernandez,Miguel Hernández,male,1910-10-30T00:00:00Z,1942-03-28T00:00:00Z
Kubokawa,Kazuo Kubokawa,male,1903-01-01T00:00:00Z,1943-12-03T00:00:00Z
Pythagoras,Pythagoras,male,0582-01-01T00:00:00Z,0490-01-01T00:00:00Z
Kondojiro,Jiro Kondo,male,1951-12-02T00:00:00Z,
Adamkrafft,Adam Kraft,male,1450-01-01T00:00:00Z,1509-01-01T00:00:00Z
Straub,Johann Baptist Straub,male,1704-06-01T00:00:00Z,1784-07-15T00:00:00Z
Ignazgunther,Ignaz Günther,male,1725-11-22T00:00:00Z,1775-06-27T00:00:00Z
Pelcak,Oldřich Pelčák,male,1943-11-02T00:00:00Z,2023-10-07T00:00:00Z
Neukum,Gerhard Neukum,male,1944-02-23T00:00:00Z,2014-09-21T00:00:00Z
Empedocles,Empedocles,male,0494-01-01T00:00:00Z,0434-01-01T00:00:00Z
Prey,Adalbert Prey,male,1873-10-16T00:00:00Z,1949-12-22T00:00:00Z
Andreseloy,Andrés Eloy Martínez,male,1963-06-23T00:00:00Z,
Vojno-Yasenetsky,Luka (Voyno-Yasenetsky),male,1877-04-27T00:00:00Z,1961-06-11T00:00:00Z
Prokhorov,Yury Prokhorov,male,1929-12-15T00:00:00Z,2013-07-16T00:00:00Z
Reimers,Dieter Reimers,male,1943-11-25T00:00:00Z,2021-06-09T00:00:00Z
Gerhardmuller,Gerhard Friedrich Müller,male,1705-10-29T00:00:00Z,1783-10-11T00:00:00Z
Jimwestphal,James Westphal,male,1930-06-13T00:00:00Z,2004-09-08T00:00:00Z
Polybius,Polybius,male,0200-01-01T00:00:00Z,0120-01-01T00:00:00Z
Cori,Carl Ferdinand Cori,male,1896-12-05T00:00:00Z,1984-10-20T00:00:00Z
Cori,Gerty Cori,female,1896-08-15T00:00:00Z,1957-10-26T00:00:00Z
Bobweber,Robert Weber,male,1926-12-09T00:00:00Z,2008-01-02T00:00:00Z
Viscome,George R. Viscome,male,1956-01-01T00:00:00Z,
Nordlund,Åke Nordlund,male,1947-01-07T00:00:00Z,
Javiergorosabel,Javier Gorosabel,male,1969-10-27T00:00:00Z,2015-04-21T00:00:00Z
Yoshiokayayoi,Yoshioka Yayoi,female,1871-04-29T00:00:00Z,1959-05-22T00:00:00Z
Georgemiley,George K. Miley,male,1942-03-15T00:00:00Z,
MacKenzie,Norman MacKenzie,male,1894-01-05T00:00:00Z,1986-01-26T00:00:00Z
Corradolamberti,Corrado Lamberti,male,1947-05-06T00:00:00Z,2020-04-17T00:00:00Z
Bourvil,Bourvil,male,1917-07-27T00:00:00Z,1970-09-23T00:00:00Z
Wakata,Koichi Wakata,male,1963-08-01T00:00:00Z,
Hyunseop,Seo Hyun-seop,male,1944-01-01T00:00:00Z,
Franzthaler,Franz Thaler,male,1925-03-06T00:00:00Z,2015-10-29T00:00:00Z
Zwiers,Hendrikus Johannes Zwiers,male,1864-01-01T00:00:00Z,1923-01-01T00:00:00Z
Mikhailgrinev,Mikhail Grinev,male,1929-01-18T00:00:00Z,2019-08-29T00:00:00Z
Stepanmakarov,Stepan Makarov,male,1849-01-08T00:00:00Z,1904-04-13T00:00:00Z
Dahl,Roald Dahl,male,1916-09-13T00:00:00Z,1990-11-23T00:00:00Z
El Goresy,Ahmed El Goresy,male,1934-01-01T00:00:00Z,2019-10-03T00:00:00Z
Hiroko,Hiroko Nagahara,female,1952-01-01T00:00:00Z,
Hundertwasser,Friedensreich Hundertwasser,male,1928-12-15T00:00:00Z,2000-02-19T00:00:00Z
Kimura,Hisashi Kimura,male,1870-09-10T00:00:00Z,1943-09-26T00:00:00Z
Burney,Venetia Burney,female,1918-07-11T00:00:00Z,2009-04-30T00:00:00Z
Septimaclark,Septima Poinsette Clark,female,1898-05-03T00:00:00Z,1987-12-15T00:00:00Z
Lucretius Carus,Lucretius,male,0194-01-01T00:00:00Z,0155-01-01T00:00:00Z
Komurotoru,Tōru Komuro,male,1899-08-10T00:00:00Z,1953-06-18T00:00:00Z
Bardon,Zdeněk Bardon,male,1961-02-19T00:00:00Z,
Thorvaldsen,Bertel Thorvaldsen,male,1770-11-19T00:00:00Z,1844-03-24T00:00:00Z
Rodin,Auguste Rodin,male,1840-11-12T00:00:00Z,1917-11-17T00:00:00Z
Maillol,Aristide Maillol,male,1861-12-08T00:00:00Z,1944-09-27T00:00:00Z
Kelsey,Frances Oldham Kelsey,female,1914-07-24T00:00:00Z,2015-08-07T00:00:00Z
Javid,Huseyn Javid,male,1882-10-24T00:00:00Z,1941-12-05T00:00:00Z
Letzel,Jan Letzel,male,1880-04-09T00:00:00Z,1925-12-26T00:00:00Z
Kawasaki,Shun'ichi Kawasaki,male,1896-01-24T00:00:00Z,1943-01-19T00:00:00Z
Ametkhan,Amet-khan Sultan,male,1920-10-20T00:00:00Z,1971-02-01T00:00:00Z
Sicardy,Bruno Sicardy,male,1958-03-29T00:00:00Z,
Czerny,Carl Czerny,male,1791-02-21T00:00:00Z,1857-07-15T00:00:00Z
Sawaoka,Akira Sawaoka,male,1938-01-01T00:00:00Z,
Bohumilruprecht,Bohumil Ruprecht,male,1944-01-01T00:00:00Z,
Josephus Flavius,Josephus,male,0037-01-01T00:00:00Z,0100-01-01T00:00:00Z
Maiztegui,Alberto Maiztegui,male,1920-04-07T00:00:00Z,2018-06-18T00:00:00Z
Elsschot,Willem Elsschot,male,1882-05-07T00:00:00Z,1960-05-31T00:00:00Z
Robheinlein,Robert A. Heinlein,male,1907-07-07T00:00:00Z,1988-05-08T00:00:00Z
Reigber,Christoph Reigber,male,1939-07-08T00:00:00Z,
Barabash,Stanislav Barabash,male,1964-01-01T00:00:00Z,
Dreyfus,Alfred Dreyfus,male,1859-10-09T00:00:00Z,1935-07-12T00:00:00Z
Cronkite,Walter Cronkite,male,1916-11-04T00:00:00Z,2009-07-17T00:00:00Z
Beregovoj,Georgy Beregovoy,male,1921-04-15T00:00:00Z,1995-06-30T00:00:00Z
Tijn,Tijn Kolsteren,male,2010-07-14T00:00:00Z,2017-07-07T00:00:00Z
Isaosato,Isao Satō,male,1963-01-01T00:00:00Z,
Hideo,Hideo Fukushima,male,1953-01-01T00:00:00Z,
Schluter,Andreas Schlüter,male,1660-01-01T00:00:00Z,1714-01-01T00:00:00Z
Neumann,Johann Balthasar Neumann,male,1687-01-27T00:00:00Z,1753-08-19T00:00:00Z
Schlaun,Johann Conrad Schlaun,male,1695-06-05T00:00:00Z,1773-10-21T00:00:00Z
Semper,Gottfried Semper,male,1803-11-29T00:00:00Z,1879-05-15T00:00:00Z
Vangelis,Vangelis,male,1943-03-29T00:00:00Z,2022-05-17T00:00:00Z
Tairov,Vasiliy Tairov,male,1859-10-20T00:00:00Z,1938-04-23T00:00:00Z
Glushko,Valentin Glushko,male,1908-08-20T00:00:00Z,1989-01-10T00:00:00Z
Dubinin,Yuri Dubinin,male,1930-10-07T00:00:00Z,2013-12-20T00:00:00Z
Koppel,Thomas Koppel,male,1944-04-27T00:00:00Z,2006-02-25T00:00:00Z
Rainerwieler,Rainer Wieler,male,1949-01-01T00:00:00Z,
Walker,Robert M. Walker,male,1929-02-06T00:00:00Z,2004-02-12T00:00:00Z
Stern,Alan Stern,male,1957-11-22T00:00:00Z,
Vrba,Karel Vrba,male,1845-11-10T00:00:00Z,1922-12-07T00:00:00Z
Gardel,Carlos Gardel,male,1890-12-11T00:00:00Z,1935-06-24T00:00:00Z
Martindavid,Alois Martin David,male,1757-12-08T00:00:00Z,1836-02-22T00:00:00Z
Africano,John L. Africano,male,1951-01-01T00:00:00Z,2006-01-01T00:00:00Z
Takashimizuno,Takashi Mizuno,male,1955-01-01T00:00:00Z,
Roentgen,Wilhelm Röntgen,male,1845-03-27T00:00:00Z,1923-02-10T00:00:00Z
Ando,Hiroyasu Andō,male,1946-11-05T00:00:00Z,
Vanysek,Vladimír Vanýsek,male,1926-08-08T00:00:00Z,1997-07-28T00:00:00Z
Barlach,Ernst Barlach,male,1870-01-02T00:00:00Z,1938-10-24T00:00:00Z
Brancusi,Constantin Brâncuși,male,1876-02-19T00:00:00Z,1957-03-16T00:00:00Z
Temirkanov,Yuri Temirkanov,male,1938-12-10T00:00:00Z,2023-11-02T00:00:00Z
Enya,Enya,female,1961-05-17T00:00:00Z,
Jewitt,David Clifford Jewitt,male,1958-01-01T00:00:00Z,
Suarez,Buenaventura Suárez,male,1679-06-14T00:00:00Z,1750-08-24T00:00:00Z
Ransome,Arthur Ransome,male,1884-01-18T00:00:00Z,1967-06-03T00:00:00Z
Milenajesenska,Milena Jesenská,female,1896-08-10T00:00:00Z,1944-05-17T00:00:00Z
Lomberg,Jon Lomberg,male,1948-01-01T00:00:00Z,
Masahikohayashi,Masahiko Hayashi,male,1959-01-01T00:00:00Z,
Adam,Robert Adam,male,1728-07-03T00:00:00Z,1792-03-03T00:00:00Z
Armstrong,Neil Armstrong,male,1930-08-05T00:00:00Z,2012-08-25T00:00:00Z
Collins,Michael Collins,male,1930-10-31T00:00:00Z,2021-04-28T00:00:00Z
Scarlatti,Domenico Scarlatti,male,1685-10-26T00:00:00Z,1757-07-23T00:00:00Z
Tenzing,Tenzing Norgay,male,1914-05-15T00:00:00Z,1986-05-09T00:00:00Z
Anitahill,Anita Hill,female,1956-07-30T00:00:00Z,
Muzzio,Juan Carlos Muzzio,male,1946-01-01T00:00:00Z,
Giovannipratesi,Giovanni Pratesi,male,1963-04-08T00:00:00Z,
Furmanov,Rudolf Furmanov,male,1938-10-22T00:00:00Z,2021-04-09T00:00:00Z
Torahiko,Torahiko Terada,male,1878-12-28T00:00:00Z,1935-12-31T00:00:00Z
Gruss,Gustav Gruss,male,1854-08-03T00:00:00Z,1922-09-24T00:00:00Z
Giono,Jean Giono,male,1895-03-30T00:00:00Z,1970-10-08T00:00:00Z
Matogawa,Yasunori Matogawa,male,1942-02-23T00:00:00Z,
Takashiito,Takashi Ito,male,1967-01-01T00:00:00Z,
Scarfe,Colin David Scarfe,,1940-01-01T00:00:00Z,
Archipenko,Alexander Archipenko,male,1887-05-30T00:00:00Z,1964-02-25T00:00:00Z
Adamovich,Ales Adamovich,male,1927-09-03T00:00:00Z,1994-01-26T00:00:00Z
Muraviov,Mikhail Muravyov,male,1757-11-05T00:00:00Z,1807-08-10T00:00:00Z
Nohavica,Jaromír Nohavica,male,1953-06-07T00:00:00Z,
Stepling,Joseph Stepling,male,1716-06-29T00:00:00Z,1778-07-11T00:00:00Z
Jacquescousteau,Jacques Cousteau,male,1910-06-11T00:00:00Z,1997-06-25T00:00:00Z
Senna,Ayrton Senna,male,1960-03-21T00:00:00Z,1994-05-01T00:00:00Z
Kaye,Danny Kaye,male,1911-01-18T00:00:00Z,1987-03-03T00:00:00Z
Seehaus,Paul Adolf Seehaus,male,1891-09-07T00:00:00Z,1919-03-13T00:00:00Z
Arcimboldo,Giuseppe Arcimboldo,male,1527-01-01T00:00:00Z,1593-07-11T00:00:00Z
Nomura,Toshiro Nomura,male,1954-01-01T00:00:00Z,
Sigmund,Peter Sigmund,male,1936-01-01T00:00:00Z,
Carson,Rachel Carson,female,1907-05-27T00:00:00Z,1964-04-14T00:00:00Z
Magnitskij,Leonty Magnitsky,male,1669-06-09T00:00:00Z,1739-10-19T00:00:00Z
Gvishiani,Dzhermen Gvishiani,male,1928-12-24T00:00:00Z,2003-05-18T00:00:00Z
Slavov,Nikolay Slavov,male,1926-09-01T00:00:00Z,2006-03-23T00:00:00Z
Zapesotskij,Aleksandr Zapesotsky,male,1954-04-14T00:00:00Z,
Benedix,Gretchen Benedix,female,1968-01-01T00:00:00Z,
Sobers,Garfield Sobers,male,1936-07-28T00:00:00Z,
Destinn,Emmy Destinn,female,1878-02-26T00:00:00Z,1930-01-28T00:00:00Z
Seydler,August Seydler,male,1849-06-01T00:00:00Z,1891-06-22T00:00:00Z
Brassens,Georges Brassens,male,1921-10-22T00:00:00Z,1981-10-29T00:00:00Z
Jankovich,Philip Zepter,male,1950-11-23T00:00:00Z,
Sabinin,Dmitry Sabinin,male,1889-11-17T00:00:00Z,1951-04-22T00:00:00Z
Goya,Francisco Goya,male,1746-03-30T00:00:00Z,1828-04-16T00:00:00Z
Tasman,Abel Tasman,male,1603-01-01T00:00:00Z,1659-10-10T00:00:00Z
Bittner,Adam Bittner,male,1777-10-19T00:00:00Z,1844-09-03T00:00:00Z
Modugno,Domenico Modugno,male,1928-01-09T00:00:00Z,1994-08-06T00:00:00Z
Tsuko,Tsuko Nakamura,male,1943-01-01T00:00:00Z,
Carmontelle,Louis Carrogis Carmontelle,male,1717-08-15T00:00:00Z,1806-12-26T00:00:00Z
Makino,Tomitaro Makino,male,1862-04-24T00:00:00Z,1957-01-18T00:00:00Z
Antisthenes,Antisthenes,male,0445-01-01T00:00:00Z,0365-01-01T00:00:00Z
Plutarchos,Plutarch,male,0040-01-01T00:00:00Z,0120-01-01T00:00:00Z
Plotinos,Plotinus,male,0205-01-01T00:00:00Z,0270-01-01T00:00:00Z
Boethius,Boethius,male,0480-01-01T00:00:00Z,0524-01-01T00:00:00Z
Jimsimons,Jim Simons,male,1938-04-25T00:00:00Z,2024-05-10T00:00:00Z
Matvienko,Vladimir Matvienko,male,1938-01-05T00:00:00Z,
Nyquist,Laurence E. Nyquist,male,1939-01-01T00:00:00Z,
Mattgenge,Matthew J. Genge,male,1968-01-01T00:00:00Z,
Kurtz,Paul Kurtz,male,1925-12-21T00:00:00Z,2012-10-20T00:00:00Z
Ikemura,Toshihiko Ikemura,male,1952-01-01T00:00:00Z,
Kagawa,Tetsuo Kagawa,male,1969-01-01T00:00:00Z,
Obi,Shinya Obi,male,1925-03-17T00:00:00Z,2014-09-28T00:00:00Z
Corot,Jean-Baptiste Camille Corot,male,1796-07-16T00:00:00Z,1875-02-22T00:00:00Z
Degas,Edgar Degas,male,1834-07-19T00:00:00Z,1917-09-27T00:00:00Z
Cezanne,Paul Cézanne,male,1839-01-19T00:00:00Z,1906-10-22T00:00:00Z
Sisley,Alfred Sisley,male,1839-10-30T00:00:00Z,1899-01-29T00:00:00Z
Monet,Claude Monet,male,1840-11-14T00:00:00Z,1926-12-05T00:00:00Z
Renoir,Pierre-Auguste Renoir,male,1841-02-25T00:00:00Z,1919-12-03T00:00:00Z
Seurat,Georges Seurat,male,1859-12-02T00:00:00Z,1891-03-29T00:00:00Z
Prokopovich,Feofan Prokopovich,male,1681-06-18T00:00:00Z,1736-09-19T00:00:00Z
Volodshevchenko,Vladimir Shevchenko,male,1929-12-23T00:00:00Z,1987-03-30T00:00:00Z
Boitsov,Vasily Boytsov,male,1908-01-01T00:00:00Z,1997-12-18T00:00:00Z
Floss,Christine Floss,female,1961-01-01T00:00:00Z,2018-04-19T00:00:00Z
Antoninholy,Antonín Holý,male,1936-09-01T00:00:00Z,2012-07-16T00:00:00Z
Celentano,Adriano Celentano,male,1938-01-06T00:00:00Z,
Malhotra,Renu Malhotra,female,1961-01-01T00:00:00Z,
Kubisova,Marta Kubišová,female,1942-11-01T00:00:00Z,
Warhol,Andy Warhol,male,1928-08-06T00:00:00Z,1987-02-22T00:00:00Z
Rinaketty,Rina Ketty,female,1911-03-01T00:00:00Z,1996-12-23T00:00:00Z
Bobbievaile,Bobbie Vaile,female,1959-06-25T00:00:00Z,1996-11-13T00:00:00Z
Apostel,Leo Apostel,male,1925-09-04T00:00:00Z,1995-08-10T00:00:00Z
Holliman,John Holliman,male,1948-10-23T00:00:00Z,1998-09-12T00:00:00Z
Hornstein,Carl Hornstein,male,1824-08-07T00:00:00Z,1882-12-22T00:00:00Z
Antal,Milan Antal,male,1935-09-19T00:00:00Z,1999-10-02T00:00:00Z
Gallaj,Mark Gallai,male,1914-04-16T00:00:00Z,1998-07-14T00:00:00Z
Benzenberg,Johann Friedrich Benzenberg,male,1777-05-05T00:00:00Z,1846-06-08T00:00:00Z
Okabayashi,Shigeki Okabayashi,male,1913-01-01T00:00:00Z,1944-01-01T00:00:00Z
